source_type,source_id,source_slug,locale,status,quality_score,machine_model
"scholarship_detail","8f807230-e0bc-4278-b2a7-773eaa574616","carn-congo-basin-aspire-grant-2026-congo-basin-grant-program","es","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","8f807230-e0bc-4278-b2a7-773eaa574616","carn-congo-basin-aspire-grant-2026-congo-basin-grant-program","fr","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","3d5190b1-6971-4e0b-bb59-1f770301e909","ardent-mills-award-at-red-river-college-polytech-2026-ardent-mills-award-at-red-river-","es","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","3d5190b1-6971-4e0b-bb59-1f770301e909","ardent-mills-award-at-red-river-college-polytech-2026-ardent-mills-award-at-red-river-","fr","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","cee639c9-6922-4a12-91c4-75acd54e7c63","architectural-technology-achievement-award-at-red-river-college-polytech-architectural-technology-achieve","es","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","cee639c9-6922-4a12-91c4-75acd54e7c63","architectural-technology-achievement-award-at-red-river-college-polytech-architectural-technology-achieve","fr","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","f9010e89-e057-4f4a-b624-4ffb82e6ffbc","applied-computer-education-outstanding-graduate-awards-at-red-river-coll-applied-computer-education-outst","es","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","f9010e89-e057-4f4a-b624-4ffb82e6ffbc","applied-computer-education-outstanding-graduate-awards-at-red-river-coll-applied-computer-education-outst","fr","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","a582d581-3ee1-40d9-aef2-92341c286c4e","aecom-scholarships-at-red-river-college-polytech-2026-aecom-scholarships-at-red-river-","es","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","a582d581-3ee1-40d9-aef2-92341c286c4e","aecom-scholarships-at-red-river-college-polytech-2026-aecom-scholarships-at-red-river-","fr","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","cf4bf9eb-ddcc-425b-8d01-1dd5d0bc1b14","women-in-finance-and-accounting-scholarship-at-henley-business-school-20-women-in-finance-scholarship-at-","es","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","cf4bf9eb-ddcc-425b-8d01-1dd5d0bc1b14","women-in-finance-and-accounting-scholarship-at-henley-business-school-20-women-in-finance-scholarship-at-","fr","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","b676778a-edd9-461c-8b30-33915feffee7","sister-school-alumni-at-university-of-the-incarnate-word-2026-sister-school-alumni-at-universi","es","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","b676778a-edd9-461c-8b30-33915feffee7","sister-school-alumni-at-university-of-the-incarnate-word-2026-sister-school-alumni-at-universi","fr","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","fcd03d9e-3f0d-4aa8-8d27-965ae62e97f3","cardiff-university-vice-chancellors-international-scholarship-2026-cardiff-university-vicechancello","es","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","fcd03d9e-3f0d-4aa8-8d27-965ae62e97f3","cardiff-university-vice-chancellors-international-scholarship-2026-cardiff-university-vicechancello","fr","published","90","stage5e-scholarship-autopilot-wave-6"
"scholarship_detail","a9426cf0-0d28-41c9-9be9-f677a77549d7","world-changers-glasgow-scholarship-ug-eu-2026-27-world-changers-glasgow-scholarsh","es","published","90","stage5e-scholarship-autopilot-wave-6"
