source_type,source_id,source_slug,locale,status,quality_score,machine_model
"scholarship_detail","f86d59c8-5f5d-4f92-917e-84cd73002f67","chevening-awards-3588","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","f86d59c8-5f5d-4f92-917e-84cd73002f67","chevening-awards-3588","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","24227d42-fc43-4c9d-9c4f-3d64caa92d8d","tilford-and-jane-gribble-memorial-fund-12914","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","24227d42-fc43-4c9d-9c4f-3d64caa92d8d","tilford-and-jane-gribble-memorial-fund-12914","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e7bb8ee7-2379-4264-9919-f61341188b6c","perkins-and-company-pc-accounting-scholarship-12769","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e7bb8ee7-2379-4264-9919-f61341188b6c","perkins-and-company-pc-accounting-scholarship-12769","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","240f6a8a-2e14-4602-8442-fe5236530e1c","school-of-science-and-engineering-nelson-betts-roltsch-memorial-fund-at--school-of-science-and-engineerin","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","240f6a8a-2e14-4602-8442-fe5236530e1c","school-of-science-and-engineering-nelson-betts-roltsch-memorial-fund-at--school-of-science-and-engineerin","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e77193b9-543d-4340-81da-cab8d9b604b0","college-of-health-science-and-society-msc-scholarship-7794","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e77193b9-543d-4340-81da-cab8d9b604b0","college-of-health-science-and-society-msc-scholarship-7794","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","85316935-f271-4df7-9d54-78dcffdf3bbc","rod-mcpherson-memorial-rural-scholarship-11499","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","85316935-f271-4df7-9d54-78dcffdf3bbc","rod-mcpherson-memorial-rural-scholarship-11499","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","84de2b3e-afa0-4747-88ac-16afd97f9833","digital-inclusion-programme-9313","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","84de2b3e-afa0-4747-88ac-16afd97f9833","digital-inclusion-programme-9313","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","84aeb811-b554-4752-83bc-e79be2e3ec5e","vice-chancellor-s-scholarship-7809","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","84aeb811-b554-4752-83bc-e79be2e3ec5e","vice-chancellor-s-scholarship-7809","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e73467fa-3c23-453f-a935-b2edeadd6539","bugelski-fellowship-endowment-fund-at-the-university-of-buffalo-2026-bugelski-fellowship-endowment-fu","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e73467fa-3c23-453f-a935-b2edeadd6539","bugelski-fellowship-endowment-fund-at-the-university-of-buffalo-2026-bugelski-fellowship-endowment-fu","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","849a53ca-9363-44f3-b453-f09b1b0088b0","tel-u-scholarships-at-telkom-university-2026-tel-u-scholarship","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","849a53ca-9363-44f3-b453-f09b1b0088b0","tel-u-scholarships-at-telkom-university-2026-tel-u-scholarship","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e70a5a90-a7b8-4bf9-ad56-708fed9f76d3","the-miss-e-l-hellaby-indigenous-grasslands-research-trust-11545","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e70a5a90-a7b8-4bf9-ad56-708fed9f76d3","the-miss-e-l-hellaby-indigenous-grasslands-research-trust-11545","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","b9fae0c1-12b2-417a-876b-cd3c6114964b","edinburgh-global-online-learning-masters-scholarship-7526","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","b9fae0c1-12b2-417a-876b-cd3c6114964b","edinburgh-global-online-learning-masters-scholarship-7526","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","590a9f6d-a7cc-4181-8b2e-202c4ba2b378","benjamin-a-gilman-international-scholarship-1639","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","590a9f6d-a7cc-4181-8b2e-202c4ba2b378","benjamin-a-gilman-international-scholarship-1639","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e6c68715-b27c-4055-94b8-8cd86de8d874","coaching-officiating-development-scheme-9955","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e6c68715-b27c-4055-94b8-8cd86de8d874","coaching-officiating-development-scheme-9955","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e5900f1f-e50d-4954-ae07-d6c32ecc6d64","wasaburo-fujimiya-study-abroad-scholarship-6203","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e5900f1f-e50d-4954-ae07-d6c32ecc6d64","wasaburo-fujimiya-study-abroad-scholarship-6203","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e42147d5-8759-43fc-a418-444794b77530","j-b-lord-memorial-endowed-scholarship-in-english-12591","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e42147d5-8759-43fc-a418-444794b77530","j-b-lord-memorial-endowed-scholarship-in-english-12591","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","8362dcf6-f845-4beb-a04b-173907d3ff91","southampton-education-civic-scholarship-9481","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","8362dcf6-f845-4beb-a04b-173907d3ff91","southampton-education-civic-scholarship-9481","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","f2de57e9-3743-4463-b517-d57030f48090","zu-scholarship-9897","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","f2de57e9-3743-4463-b517-d57030f48090","zu-scholarship-9897","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","82e4f9c9-5d46-44a2-b6ae-9b6d0972fc83","china-university-of-geosciences-chinese-government-scholarship-2349","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","82e4f9c9-5d46-44a2-b6ae-9b6d0972fc83","china-university-of-geosciences-chinese-government-scholarship-2349","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","81743b7e-12d1-4aa6-a588-62ced24e12e5","alice-c-groth-endowed-scholarship-12251","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","81743b7e-12d1-4aa6-a588-62ced24e12e5","alice-c-groth-endowed-scholarship-12251","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e1e7ff33-8c23-4d7a-8633-457cb372b623","school-of-science-and-engineering-emmett-franklin-bankston-scholarship-f-school-of-science-and-engineerin","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","e1e7ff33-8c23-4d7a-8633-457cb372b623","school-of-science-and-engineering-emmett-franklin-bankston-scholarship-f-school-of-science-and-engineerin","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","81785c37-3d71-45ae-8c65-bf5ba04b6b3a","school-of-science-and-engineering-cheri-anthony-miranne-iii-scholarship--school-of-science-and-engineerin","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","81785c37-3d71-45ae-8c65-bf5ba04b6b3a","school-of-science-and-engineering-cheri-anthony-miranne-iii-scholarship--school-of-science-and-engineerin","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","553332ad-dda3-4d16-bf3b-db74c4c2c8c3","dili-international-school-scholarship-at-charles-darwin-university-2025-dili-international-school-schola","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
"scholarship_detail","553332ad-dda3-4d16-bf3b-db74c4c2c8c3","dili-international-school-scholarship-at-charles-darwin-university-2025-dili-international-school-schola","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-166"
