source_type,source_id,source_slug,locale,status,quality_score,machine_model
"scholarship_detail","87e38d38-2fb6-43e8-8adb-18b7a6dbc7e8","fellowship-peace-revolution-european-fellowship-2015-2502","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","87e38d38-2fb6-43e8-8adb-18b7a6dbc7e8","fellowship-peace-revolution-european-fellowship-2015-2502","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","39f230ea-3899-4574-b9b7-822c5e9591f5","roy-w-dean-los-angeles-video-grant-985","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","39f230ea-3899-4574-b9b7-822c5e9591f5","roy-w-dean-los-angeles-video-grant-985","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","37ab0162-06bd-45ab-b601-be9a50dd728e","phd-fellowship-at-university-of-kaiserslautern-germany-2107","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","37ab0162-06bd-45ab-b601-be9a50dd728e","phd-fellowship-at-university-of-kaiserslautern-germany-2107","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","a94c3e3b-0dc8-438f-be45-b6ab49517be8","graduate-assistantship-2505","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","a94c3e3b-0dc8-438f-be45-b6ab49517be8","graduate-assistantship-2505","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","0b2353e3-3158-432b-b268-9db1d4cf1893","central-america-the-caribbean-peace-fellowship-in-guatemala-2454","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","0b2353e3-3158-432b-b268-9db1d4cf1893","central-america-the-caribbean-peace-fellowship-in-guatemala-2454","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","f3dd2095-e9ed-4edd-a1db-2d6b3cb4bbcf","graduate-research-scholarship-positions-2507","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","f3dd2095-e9ed-4edd-a1db-2d6b3cb4bbcf","graduate-research-scholarship-positions-2507","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","8bb4644a-1b65-4384-bee6-455249eac03d","unirazak-postgraduate-research-scholarships-2220","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","8bb4644a-1b65-4384-bee6-455249eac03d","unirazak-postgraduate-research-scholarships-2220","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","e5f35dc8-d114-4544-a4f2-4d80c7c23bf0","graduate-research-scholarship-positions-at-the-mobile-computing-lab-chos-2237","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","e5f35dc8-d114-4544-a4f2-4d80c7c23bf0","graduate-research-scholarship-positions-at-the-mobile-computing-lab-chos-2237","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","2ae3fee4-e19d-435d-bab0-fa7f2f0a1047","fellowship-amani-african-youth-peace-fellowship-in-thailand-2250","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","2ae3fee4-e19d-435d-bab0-fa7f2f0a1047","fellowship-amani-african-youth-peace-fellowship-in-thailand-2250","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","dc25e10f-6854-4187-be37-3b738f99371c","summer-academic-scholarship-to-study-in-italy-2165","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","dc25e10f-6854-4187-be37-3b738f99371c","summer-academic-scholarship-to-study-in-italy-2165","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","5a9f04f3-d067-4abb-860b-5c034a44ceca","george-washington-university-eugene-poncelet-and-isabel-poncelet-scholar-975","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","5a9f04f3-d067-4abb-860b-5c034a44ceca","george-washington-university-eugene-poncelet-and-isabel-poncelet-scholar-975","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","545c5049-4632-4f60-9aec-3ca76ab2b2a9","florida-high-school-award-for-schiller-international-university-1508","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","545c5049-4632-4f60-9aec-3ca76ab2b2a9","florida-high-school-award-for-schiller-international-university-1508","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","505eaae5-d44a-46a6-bbc6-c8a4d45586f6","knowledge-tuition-award-1517","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","505eaae5-d44a-46a6-bbc6-c8a4d45586f6","knowledge-tuition-award-1517","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","45c77170-5eae-4e98-a354-cfeb123c1141","peace-revolution-artistic-fellowship-in-thailand-2451","es","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
"scholarship_detail","45c77170-5eae-4e98-a354-cfeb123c1141","peace-revolution-artistic-fellowship-in-thailand-2451","fr","published","90","stage5e-scholarship-autopilot-relaxed-wave-122"
