source_type,source_id,source_slug,locale,status,quality_score,machine_model
"scholarship_detail","d181481d-1ef6-4bfc-a41d-e9d7b1b2c9d7","charles-s-humphrey-graduate-fellowship-in-chemistry-at-university-of-wat-charles-s-humphrey-graduate-fell","es","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","d181481d-1ef6-4bfc-a41d-e9d7b1b2c9d7","charles-s-humphrey-graduate-fellowship-in-chemistry-at-university-of-wat-charles-s-humphrey-graduate-fell","fr","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","04414994-71fe-424b-b36a-7387a31f0764","deoliveira-drs-daniel-anabell-maximize-your-potential-scholarship-endowm-deoliveira-drs-daniel-anabell-ma","es","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","04414994-71fe-424b-b36a-7387a31f0764","deoliveira-drs-daniel-anabell-maximize-your-potential-scholarship-endowm-deoliveira-drs-daniel-anabell-ma","fr","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","24f6615c-ee46-41e8-aa43-629dc905adac","alpert-lynn-and-fredric-distinguished-education-scholarship-at-umass-dar-alpert-lynn-and-fredric-distingu","es","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","24f6615c-ee46-41e8-aa43-629dc905adac","alpert-lynn-and-fredric-distinguished-education-scholarship-at-umass-dar-alpert-lynn-and-fredric-distingu","fr","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","c6940d81-f338-4aac-ade3-adbd604e079e","adaskin-ethel-edward-scholarship-at-university-of-massachusetts-dartmout-adaskin-ethel-edward-scholarship","es","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","c6940d81-f338-4aac-ade3-adbd604e079e","adaskin-ethel-edward-scholarship-at-university-of-massachusetts-dartmout-adaskin-ethel-edward-scholarship","fr","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","7c7a898e-8e0f-4fa0-a784-8f45975c43de","beiling-wu-prize-in-writing-at-northwestern-university-2026-beiling-wu-prize-in-writing","es","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","7c7a898e-8e0f-4fa0-a784-8f45975c43de","beiling-wu-prize-in-writing-at-northwestern-university-2026-beiling-wu-prize-in-writing","fr","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","80774c16-66e6-47e3-a3d2-458ec2165fac","uts-academic-excellence-international-scholarship-2026-postgraduate-academic-excellence","es","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","80774c16-66e6-47e3-a3d2-458ec2165fac","uts-academic-excellence-international-scholarship-2026-postgraduate-academic-excellence","fr","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","97d5251b-6a95-432e-bee8-8a64556a7a24","apache-corporation-endowed-scholarship-at-the-american-university-in-cai-apache-corporation-endowed-schol","es","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","97d5251b-6a95-432e-bee8-8a64556a7a24","apache-corporation-endowed-scholarship-at-the-american-university-in-cai-apache-corporation-endowed-schol","fr","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","25149fc9-0922-40c1-8379-6eb52a227e91","stevens-frank-s-scholarship-at-university-of-massachusetts-dartmouth-202-stevens-frank-s-scholarship-at-u","es","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","25149fc9-0922-40c1-8379-6eb52a227e91","stevens-frank-s-scholarship-at-university-of-massachusetts-dartmouth-202-stevens-frank-s-scholarship-at-u","fr","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","16a6c40a-69ac-45ee-932e-d36928350a1e","ualbany-book-grant-transfer-at-university-at-albany-2026-ualbany-book-grant-transfer-at-u","es","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","16a6c40a-69ac-45ee-932e-d36928350a1e","ualbany-book-grant-transfer-at-university-at-albany-2026-ualbany-book-grant-transfer-at-u","fr","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","a268513c-3b74-4259-86dd-98d9778c1e04","la-trobe-access-scholarship-at-la-trobe-university-2026-la-trobe-access-scholarship","es","published","90","stage5e-scholarship-manual-batch-2"
"scholarship_detail","a268513c-3b74-4259-86dd-98d9778c1e04","la-trobe-access-scholarship-at-la-trobe-university-2026-la-trobe-access-scholarship","fr","published","90","stage5e-scholarship-manual-batch-2"
