source_type,source_id,source_slug,locale,status,quality_score,machine_model
"scholarship_detail","ec3baac8-6755-4dc4-b04a-583e798d41a1","wisconsin-chapter-american-public-works-association-scholarship-pza6vgg6vyd2","es","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","ec3baac8-6755-4dc4-b04a-583e798d41a1","wisconsin-chapter-american-public-works-association-scholarship-pza6vgg6vyd2","fr","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","19169e2a-4da1-4c01-83b0-298ec5d5dd50","at-t-the-network-bicp-lewis-latimer-scholarship-8d2h7dyqz4wg","es","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","19169e2a-4da1-4c01-83b0-298ec5d5dd50","at-t-the-network-bicp-lewis-latimer-scholarship-8d2h7dyqz4wg","fr","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","5b651ad9-243a-4ebe-8a42-d10406510336","m-moo-young-biochemical-engineering-at-university-of-waterloo-2026-m-mooyoung-biochemical-engineeri","es","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","5b651ad9-243a-4ebe-8a42-d10406510336","m-moo-young-biochemical-engineering-at-university-of-waterloo-2026-m-mooyoung-biochemical-engineeri","fr","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","af6b0736-c6aa-4882-9abf-512bf4fa38d7","lynn-cope-conroy-graduate-scholarship-for-women-in-science-at-university-lynn-cope-conroy-graduate-schola","es","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","af6b0736-c6aa-4882-9abf-512bf4fa38d7","lynn-cope-conroy-graduate-scholarship-for-women-in-science-at-university-lynn-cope-conroy-graduate-schola","fr","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","c4e7832d-0f12-43c9-8f6b-9d89982618e6","international-bright-futures-scholarship-at-london-metropolitan-universi-london-metropolitan-university-i","es","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","c4e7832d-0f12-43c9-8f6b-9d89982618e6","international-bright-futures-scholarship-at-london-metropolitan-universi-london-metropolitan-university-i","fr","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","4c4c7e55-bbd3-4929-be34-cb6450aceeeb","iet-india-scholarship-award-2026-iet-india-scholarship-award","es","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","4c4c7e55-bbd3-4929-be34-cb6450aceeeb","iet-india-scholarship-award-2026-iet-india-scholarship-award","fr","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","f63e2f87-8c7e-46a0-85d0-c5b2af796fc8","donald-j-clough-memorial-award-at-university-of-waterloo-2026-donald-j-clough-memorial-award-a","es","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","f63e2f87-8c7e-46a0-85d0-c5b2af796fc8","donald-j-clough-memorial-award-at-university-of-waterloo-2026-donald-j-clough-memorial-award-a","fr","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","fd84b718-0635-40f1-a9c1-9fc3c45fb859","donald-geraldine-beam-award-at-university-of-waterloo-2026-donald-geraldine-beam-award-at-u","es","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","fd84b718-0635-40f1-a9c1-9fc3c45fb859","donald-geraldine-beam-award-at-university-of-waterloo-2026-donald-geraldine-beam-award-at-u","fr","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","95e77599-28a6-4c9f-93c6-480da8faaebf","dimarco-graduate-scholarship-in-computational-rhetoric-at-university-of--dimarco-graduate-scholarship-in-","es","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","95e77599-28a6-4c9f-93c6-480da8faaebf","dimarco-graduate-scholarship-in-computational-rhetoric-at-university-of--dimarco-graduate-scholarship-in-","fr","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","c2156bd2-c957-425d-a049-2eb0e425579b","desmond-fonn-contact-lens-research-award-at-university-of-waterloo-2026-desmond-fonn-contact-lens-resear","es","published","90","stage5e-scholarship-manual-batch-8"
"scholarship_detail","c2156bd2-c957-425d-a049-2eb0e425579b","desmond-fonn-contact-lens-research-award-at-university-of-waterloo-2026-desmond-fonn-contact-lens-resear","fr","published","90","stage5e-scholarship-manual-batch-8"
