source_type,source_id,source_slug,locale,status,quality_score,machine_model
"scholarship_detail","6712cf3c-5dd0-47ac-b5dd-45b68c9b6c6b","science-technology-undergraduate-scholarship-at-smu-2026-science-technology-undergraduate","es","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","6712cf3c-5dd0-47ac-b5dd-45b68c9b6c6b","science-technology-undergraduate-scholarship-at-smu-2026-science-technology-undergraduate","fr","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","c2237dc4-ab89-4aed-bf1b-46526d1a2f84","global-impact-scholarship-at-stevens-institute-of-technology-2026-global-impact-scholarship-at-ste","es","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","c2237dc4-ab89-4aed-bf1b-46526d1a2f84","global-impact-scholarship-at-stevens-institute-of-technology-2026-global-impact-scholarship-at-ste","fr","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","a6995ed9-158d-4707-88e9-531435f14527","amsterdam-merit-scholarship-ams-2026-amsterdam-merit-scholarship-ams","es","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","a6995ed9-158d-4707-88e9-531435f14527","amsterdam-merit-scholarship-ams-2026-amsterdam-merit-scholarship-ams","fr","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","41d77d3b-3192-449e-9fdc-6827548fe69d","university-of-surrey-discounts-for-surrey-graduates-2026-university-of-surrey-discounts-f","es","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","41d77d3b-3192-449e-9fdc-6827548fe69d","university-of-surrey-discounts-for-surrey-graduates-2026-university-of-surrey-discounts-f","fr","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","763ad3ba-6927-4e2f-93ed-0bcf0580a260","rmit-study-support-scholarship-2026-rmit-study-support-scholarship","es","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","763ad3ba-6927-4e2f-93ed-0bcf0580a260","rmit-study-support-scholarship-2026-rmit-study-support-scholarship","fr","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","fa9b7308-d634-4152-bfb9-2b561a94ec43","dr-gloria-hill-book-award-endowed-at-lewis-university-2026-dr-gloria-hill-book-award-endowe","es","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","fa9b7308-d634-4152-bfb9-2b561a94ec43","dr-gloria-hill-book-award-endowed-at-lewis-university-2026-dr-gloria-hill-book-award-endowe","fr","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","70471312-663e-4658-8f53-3ca7d6b5b981","dcu-merit-scholarship-2026-dcu-merit-scholarship","es","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","70471312-663e-4658-8f53-3ca7d6b5b981","dcu-merit-scholarship-2026-dcu-merit-scholarship","fr","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","ca522948-1598-45c2-a344-c5e38106e9b5","university-of-central-lancashire-women-in-stem-bursary-2026-university-of-central-lancashire","es","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","ca522948-1598-45c2-a344-c5e38106e9b5","university-of-central-lancashire-women-in-stem-bursary-2026-university-of-central-lancashire","fr","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","82593309-8a7f-4e06-98e7-4a439aeed565","conference-travel-grants-at-university-of-california-berkeley-2026-university-of-california-berkele","es","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","82593309-8a7f-4e06-98e7-4a439aeed565","conference-travel-grants-at-university-of-california-berkeley-2026-university-of-california-berkele","fr","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","08addb44-8cfb-4aed-a50c-08ea621e95fa","transfer-g2k-scholarship-in-arts-sciences-at-university-of-colorado-boul-transfer-g2k-scholarship-in-arts","es","published","90","stage5e-scholarship-manual-batch-11"
"scholarship_detail","08addb44-8cfb-4aed-a50c-08ea621e95fa","transfer-g2k-scholarship-in-arts-sciences-at-university-of-colorado-boul-transfer-g2k-scholarship-in-arts","fr","published","90","stage5e-scholarship-manual-batch-11"
