id,title,source,score,bucket,url,apply_url,provider_url
061f7ed5-f468-4127-a546-5b6d82f4f587,Urban Empowerment Educational Advancement Grant,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/urban-empowerment-educational-advancement-grant,https://www.scholarships.com/scholarships/urban-empowerment-educational-advancement-grant,
08319407-48ed-4c5c-8188-4a50155ee407,RCI-IIBEC Foundation Lewis W. Newland Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/rci-iibec-foundation-lewis-w-newland-scholarship,https://www.scholarships.com/scholarships/rci-iibec-foundation-lewis-w-newland-scholarship,
0fe41fff-c389-453e-851d-9fa97928d15a,Kafi Foundry Foundation Scholarship Guide 2026,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/kafi-foundry-foundation-scholarship,https://www.scholarships.com/scholarships/kafi-foundry-foundation-scholarship,
1735ec48-e926-4eb4-96a6-855a75443b07,Charles H. & Esther P. Miller Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/charles-h-and-esther-p-miller-scholarship,https://www.scholarships.com/scholarships/charles-h-and-esther-p-miller-scholarship,
26215590-5683-4e70-9555-c051f901aee8,Research Paper Contest For Everyone,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/research-paper-contest-for-everyone,https://www.scholarships.com/scholarships/research-paper-contest-for-everyone,
3a341d72-684c-440a-baa7-b00de962f7b1,Epsilon Tau Pi Foundation Soaring Eagle Scout Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/epsilon-tau-pi-foundation-soaring-eagle-scout-scholarship,https://www.scholarships.com/scholarships/epsilon-tau-pi-foundation-soaring-eagle-scout-scholarship,
3f2530e5-5c9a-487f-9300-c726248134eb,Dr. Roderick A. Scofield Scholarship in Meteorology,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/dr-roderick-a-scofield-scholarship-in-meteorology,https://www.scholarships.com/scholarships/dr-roderick-a-scofield-scholarship-in-meteorology,
466f4e2f-f028-45ba-9886-2c363a7b3aa8,ScienceSaves High School Video Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/sciencesaves-high-school-video-scholarship,https://www.scholarships.com/scholarships/sciencesaves-high-school-video-scholarship,
4f718be8-71dc-49c4-85f2-e485799d5bbc,Lillian and Arthur Dunn Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/lillian-and-arthur-dunn-scholarship,https://www.scholarships.com/scholarships/lillian-and-arthur-dunn-scholarship,
cf83e419-15bc-46a5-bc13-ac78b89f23c2,Colorado Opportunity Scholarship Initiative (COSI),scholarships360,75,usable_but_needs_check,https://scholarships360.org/scholarships/search/colorado-opportunity-scholarship-initiative-cosi/,https://app.scholarships360.org/?status=student,
03ca635b-5577-44bb-be3f-5d97466774ce,Cure Cancer Support Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/cure-cancer-support-scholarship,https://www.scholarships.com/scholarships/cure-cancer-support-scholarship,
0f2f3a09-255e-4bd1-ad4d-aa5cf0c4d567,Greater Than Gatsby Annual Scholarship,bigfuture,75,usable_but_needs_check,https://bigfuture.collegeboard.org/scholarships/greater-than-gatsby-annual-scholarship,https://bigfuture.collegeboard.org/scholarships/greater-than-gatsby-annual-scholarship,
129a67d5-ad0b-44d4-b9b7-3e38739ad987,Julie Walter Memorial Scholarship Guide 2026,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/julie-walter-memorial-scholarship,https://www.scholarships.com/scholarships/julie-walter-memorial-scholarship,
1ac2be47-6c5b-4bb1-835b-4b988e2f8bfd,CVBIA Young Designers' Scholarship Competition,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/cvbia-young-designers-scholarship-competition,https://www.scholarships.com/scholarships/cvbia-young-designers-scholarship-competition,
2ecfc81a-b288-42c3-9dc4-badd3a0e22d5,Ivy & Pearls Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/ivy-and-pearls-scholarship,https://www.scholarships.com/scholarships/ivy-and-pearls-scholarship,
3928c678-534f-4714-aac9-4d80b71af2e8,Lisa Higgins Hussman Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/lisa-higgins-hussman-scholarship,https://www.scholarships.com/scholarships/lisa-higgins-hussman-scholarship,
3aea2196-9bf2-4432-a04d-6b16ccb9a10e,Centuri Scholarship,bigfuture,75,usable_but_needs_check,https://bigfuture.collegeboard.org/scholarships/centuri-scholarship,https://bigfuture.collegeboard.org/scholarships/centuri-scholarship,
401a5252-4c6c-44fa-911c-d0a9a4d0bb04,King-Barton Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/king-barton-scholarship,https://www.scholarships.com/scholarships/king-barton-scholarship,
4dd33187-8225-4429-a580-a78ee4e0b3c2,Guardian Scholars Foundation Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/guardian-scholars-foundation-scholarship,https://www.scholarships.com/scholarships/guardian-scholars-foundation-scholarship,
4fc73193-c3fb-4695-9e0b-1f58b5ac9b6a,ATSS Roadway Worker Memorial Scholarship Program,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/atss-roadway-worker-memorial-scholarship-program,https://www.scholarships.com/scholarships/atss-roadway-worker-memorial-scholarship-program,
501b568b-52d5-4ad4-a670-1f2f0645b727,CBSCA Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/cbsca-scholarship,https://www.scholarships.com/scholarships/cbsca-scholarship,
51432760-2ee5-44b8-83a7-d7131becaa4f,APIQWTC Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/apiqwtc-scholarship,https://www.scholarships.com/scholarships/apiqwtc-scholarship,
56409585-f8c7-400d-b1d1-4351a7d2bc2a,Toys for Kids Hendu Education Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/toys-for-kids-hendu-education-scholarship,https://www.scholarships.com/scholarships/toys-for-kids-hendu-education-scholarship,
5918b8a0-c057-4c40-98c1-67db43390b91,SJCF Stockton Student Athletes Scholarship Fund,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/sjcf-stockton-student-athletes-scholarship-fund,https://www.scholarships.com/scholarships/sjcf-stockton-student-athletes-scholarship-fund,
5febc9b0-e7b3-44bd-bc02-ea01798519b0,Alisa's Angels Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/alisas-angels-scholarship,https://www.scholarships.com/scholarships/alisas-angels-scholarship,
62628868-efd4-4d5d-b44f-efb6a5d01125,Emma E. Buckley Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/emma-e-buckley-scholarship,https://www.scholarships.com/scholarships/emma-e-buckley-scholarship,
853daea4-dd3b-4a31-ad6c-d44c8a7596ac,San Diego County Farm Bureau Scholarship,bigfuture,75,usable_but_needs_check,https://bigfuture.collegeboard.org/scholarships/san-diego-county-farm-bureau-scholarship,https://bigfuture.collegeboard.org/scholarships/san-diego-county-farm-bureau-scholarship,
96730efb-9cdc-42da-b695-0d0d901e8195,Transfer Scholarship,bigfuture,75,usable_but_needs_check,https://bigfuture.collegeboard.org/scholarships/transfer-scholarship,https://bigfuture.collegeboard.org/scholarships/transfer-scholarship,
