id,title,source,score,bucket,url,apply_url,provider_url
14620074-17cf-4594-8905-9c21ca320320,Chadron State College International Transfer Tuition Waiver,iefa,55,weak_paid_value,https://www.iefa.org/scholarships/2617/Chadron_State_College_International_Transfer_Tuition_Waiver_,https://www.iefa.org/scholarships/2617/Chadron_State_College_International_Transfer_Tuition_Waiver_,
22ce1f2f-901f-4f03-b72b-148a65c24649,AFCEA San Diego County Scholarship Program Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/afcea-san-diego-county-scholarship-program,https://www.scholarships.com/scholarships/afcea-san-diego-county-scholarship-program,
0eaf006e-e742-4b3b-bab6-40389cfd8a84,Junior Service Club Scholarship 2027 Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/junior-service-club-of-edwardsville-glen-carbon-annual-scholarship,https://www.scholarships.com/scholarships/junior-service-club-of-edwardsville-glen-carbon-annual-scholarship,
1622e0ca-0d4b-40d3-8f11-f3aea57b026b,Kids' Chance of Florida Scholarship Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/kids-chance-of-florida-scholarship,https://www.scholarships.com/scholarships/kids-chance-of-florida-scholarship,
290aa779-a153-41ff-abf8-01c9c1b84554,Mount Laurel Garden Club Scholarship Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/mount-laurel-garden-club-scholarship,https://www.scholarships.com/scholarships/mount-laurel-garden-club-scholarship,
40587851-cdf5-4784-af0f-06671603106d,Mary Fran Carroll Traditional Scholarship Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/mary-fran-carroll-traditional-scholarship,https://www.scholarships.com/scholarships/mary-fran-carroll-traditional-scholarship,
4939eae9-06d3-429e-9bb8-8de5e2e38cb2,Canyon Institute Arizona Resident Scholarship Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/canyon-institute-arizona-resident-scholarship,https://www.scholarships.com/scholarships/canyon-institute-arizona-resident-scholarship,
58bc3bae-a4fa-4de7-a953-db27299bc343,Nissin Foods Good Neighbor Scholarship Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/nissin-foods-good-neighbor-scholarship,https://www.scholarships.com/scholarships/nissin-foods-good-neighbor-scholarship,
6473f8d5-1d49-4d34-ae4f-3629c6284338,Tuition-Free Business Administration and Computer Science,iefa,55,weak_paid_value,https://www.iefa.org/scholarships/2198/Tuition-Free_Business_Administration_and_Computer_Science,https://www.iefa.org/scholarships/2198/Tuition-Free_Business_Administration_and_Computer_Science,
0349358b-af0b-4c4e-9a43-496e54bb086a,York Trade Scholarship for the Disabled,bold_org,55,weak_paid_value,https://bold.org/scholarships/york-trade-scholarship-for-the-disabled/,https://bold.org/scholarships/york-trade-scholarship-for-the-disabled/,
1a5aa765-413e-43e3-8697-9d43a38415bc,Arnold W. Fritz Scholarship Eligibility and Deadline,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/arnold-w-fritz-scholarship,https://www.scholarships.com/scholarships/arnold-w-fritz-scholarship,
3e9cd545-2685-4c4f-9cb4-1d311ef6acbf,"TEXAS Grant Program: Eligibility, Deadline, Application",scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/texas-grant-program,https://www.scholarships.com/scholarships/texas-grant-program,
07a658f4-3e9b-4421-a23e-c9d823923315,Dallas Hispanic Law Foundation Scholarship Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/dallas-hispanic-law-foundation-scholarship,https://www.scholarships.com/scholarships/dallas-hispanic-law-foundation-scholarship,
07b15229-e7f6-4460-8bb5-f4c1339f3e04,Palumbo Family Foundation Scholarships Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/palumbo-family-foundation-scholarships,https://www.scholarships.com/scholarships/palumbo-family-foundation-scholarships,
0a2693ee-a1ad-4f75-b7c3-050ebecb5b7b,Texas Women in Public Finance Scholarship Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/texas-women-in-public-finance-scholarship,https://www.scholarships.com/scholarships/texas-women-in-public-finance-scholarship,
2f82fa3f-1a45-4a33-b472-708d1e72a500,International Partnership Scholarship,iefa,55,weak_paid_value,https://www.iefa.org/scholarships/3383/International_Partnership_Scholarship_,https://www.iefa.org/scholarships/3383/International_Partnership_Scholarship_,
4dd4fe07-fd5d-4eb7-a178-b301ce4d02a7,"LEADS! Scholarship Eligibility, Deadline & How to Apply",scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/leads-scholarship,https://www.scholarships.com/scholarships/leads-scholarship,
a863c015-debb-4c3d-8712-15186cd57bd9,Central Coast Greenhouse Growers Association Scholarship,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/central-coast-greenhouse-growers-association-scholarship,https://www.scholarships.com/scholarships/central-coast-greenhouse-growers-association-scholarship,
0fd603d5-21e8-46d6-b273-1c113bb8185b,Volunteer of the Year,iefa,55,weak_paid_value,https://www.iefa.org/scholarships/2801/Volunteer_of_the_Year,https://www.iefa.org/scholarships/2801/Volunteer_of_the_Year,
1ef97be7-b802-43d3-bbe8-8317565bda50,"Nat Moore Scholarship: Eligibility, Deadline & How to Apply",scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/nat-moore-scholarship,https://www.scholarships.com/scholarships/nat-moore-scholarship,
22cad87a-efde-4ab5-b231-87f772f59e5b,International Academic Opportunity Scholarship,iefa,55,weak_paid_value,https://www.iefa.org/scholarships/3361/International_Academic_Opportunity_Scholarship,https://www.iefa.org/scholarships/3361/International_Academic_Opportunity_Scholarship,
2e964219-71d6-4d9e-9bec-dbe6e07985e6,RMHC Scholars Scholarship Program Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/rmhc-scholars-scholarship-program,https://www.scholarships.com/scholarships/rmhc-scholars-scholarship-program,
3488de74-83b9-4f8c-83a5-1032ee2a66a1,ACF Woodcock Family Education Scholarship Guide,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/acf-woodcock-family-education-scholarship,https://www.scholarships.com/scholarships/acf-woodcock-family-education-scholarship,
52343b24-f7ef-4bd9-b882-c493061bfe7a,"CU Succeed Scholarship: Eligibility, Deadline & How to Apply",scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/cu-succeed-scholarship,https://www.scholarships.com/scholarships/cu-succeed-scholarship,
5ff08266-eec7-46a7-ac87-16952245d0d6,Vietnamese Academic Excellence Award,iefa,55,weak_paid_value,https://www.iefa.org/scholarships/3364/Vietnamese_Academic_Excellence_Award,https://www.iefa.org/scholarships/3364/Vietnamese_Academic_Excellence_Award,
69cdb658-5bc9-4ca2-812a-2c97628b802f,AISES Burlington Northern Santa Fe (BNSF) Foundation Scholarship,scholarships_com,55,weak_paid_value,https://www.scholarships.com/scholarships/aises-burlington-northern-santa-fe-bnsf-foundation-scholarship,https://www.scholarships.com/scholarships/aises-burlington-northern-santa-fe-bnsf-foundation-scholarship,
